code,companyName,listedDate,type,floor,shortName,companyNameEng,isin,status,indexCode
PRT,Tổng Công ty cổ phần Sản xuất – Xuất nhập khẩu Bình Dương,2018-05-07,STOCK,UPCOM,XNK Bình Dương,Binh Duong Producing and Trading Goods Corporation,VN000000PRT6,listed,
EMC,Công ty Cổ phần Cơ Điện Thủ Đức,2012-11-29,STOCK,HOSE,Cơ Điện Thủ Đức,ThuDuc Electro-Mechanical Joint Stock Company,VN000000EMC7,listed,
HAR,Công ty Cổ phần Đầu tư Thương mại Bất động sản An Dương Thảo Điền,2013-01-17,STOCK,HOSE,BĐS An Dg Th.Điền,An Duong Thao Dien Real Estate Trade Joint Stock Company,VN000000HAR3,listed,
TMG,Công ty cổ phần Kim loại màu Thái Nguyên - Vimico,2017-02-07,STOCK,UPCOM,K.loại Thái Nguyên,Thainguyen Non Ferous Metals Joint Stock Company,VN000000TMG6,listed,
KSK,Công ty Cổ phần Khoáng sản Luyện kim màu ,2020-06-04,STOCK,UPCOM,K.sản L.kim màu,Mineral Ferrous Metallergy Joint Stock Company,VN000000KSK4,listed,
NFC,Công ty Cổ phần Phân lân Ninh Bình ,2014-03-03,STOCK,HNX,Phân lân Ninh Bình,Ninh Binh Phosphate Fertilizer Joint Stock Company,VN000000NFC2,listed,
CEC,Công ty Cổ phần Thiết kế Công nghiệp Hóa chất ,2014-03-13,STOCK,UPCOM,T.kế CN Hóa chất,Chemical Industry Engineering Joint Stock Company,VN000000CEC8,listed,
QPH,Công ty Cổ phần thủy điện Quế Phong,2014-07-11,STOCK,UPCOM,Th.điện Quế Phong,Que Phong Hydropower Joint Stock Company,VN000000QPH3,listed,
DGC,Công ty cổ phần Tập đoàn Hóa chất Đức Giang,2020-07-28,STOCK,HOSE,Hóa chất Đức Giang,Duc Giang Chemicals Group Joint Sock Company,VN000000DGC1,listed,
DOP,Công ty Cổ phần Vận tải Xăng dầu Đồng Tháp ,2015-10-30,STOCK,UPCOM,V.tải X.dầu Đ.Tháp,Dongthap Petroleum Transportations Joint Stock Company,VN000000DOP7,listed,
EAD,Công ty cổ phần Thủy điện Điện lực Đắk Lắk,2016-09-30,STOCK,UPCOM,Th.điện Đắk Lắk,DAK LAK POWER HYDROELECTRIC JOINT STOCK COMPANY,VN000000EAD0,listed,
SIV,Công ty Cổ phần SIVICO,2017-05-23,STOCK,UPCOM,CTCP SIVICO,SIVICO Joint stock company,VN000000SID3,listed,
TQN,Công ty Cổ phần Thông Quảng Ninh,2017-02-08,STOCK,UPCOM,Thông Quảng Ninh,Quang Ninh Pine Joint Stock Company,VN000000TQN3,listed,
PEQ,Công ty Cổ phần Thiết bị xăng dầu Petrolimex,2016-01-18,STOCK,UPCOM,T.bị Petrolimex,PETROLIMEX EQUIPMENT JOINT STOCK COMPANY,VN000000PEQ0,listed,
TVC,Công ty cổ phần Tập đoàn Quản lý Tài sản Trí Việt,2014-09-23,STOCK,HNX,Tài sản Trí Việt,Tri Viet Asset Management Corporation Joint Stock Company,VN000000TVC6,listed,HNX30
VVN,Tổng Công ty Cổ phần Xây dựng Công nghiệp Việt Nam,2017-10-17,STOCK,UPCOM,TCT XD C.nghiệp VN,Viet Nam Industrial Construction Corporation,VN000000VVN9,listed,
CEO,Công ty Cổ phần Tập Đoàn C.E.O,2014-09-29,STOCK,HNX,Tập đoàn C.E.O,C.E.O Group Joint Stock Company,VN000000CEO3,listed,HNX30
QBS,Công ty Cổ phần Xuất nhập khẩu Quảng Bình,2014-11-13,STOCK,HOSE,XNK Quảng Bình,Quang Binh Import and Export JSC,VN000000QBS0,listed,
DAT,Công ty cổ phần Đầu tư Du lịch và Phát triển Thuỷ sản,2015-11-05,STOCK,HOSE,P.triển Thủy sản,Travel Investment and Seafood Development Corporation,VN000000DAT8,listed,
BSP,Công ty Cổ phần Bia Sài Gòn - Phú Thọ,2016-08-10,STOCK,UPCOM,Bia SG Phú Thọ,Sai Gon – Phu Tho Beer Joint Stock Company,VN000000BSP2,listed,
HAH,Công ty Cổ phần Vận tải và xếp dỡ Hải An ,2015-03-11,STOCK,HOSE,Vận tải Hải An,Hai An Transport And Stevedoring Joint Stock Company,VN000000HAH4,listed,
SHG,Tổng Công ty Cổ phần Sông Hồng,2015-04-10,STOCK,UPCOM,TCTCP Sông Hồng,Songhong Joint Stock Corporation,VN000000SHG8,listed,
TW3,Công ty Cổ phần Dược Trung Ương 3,2016-10-18,STOCK,UPCOM,Dược Trung ương 3,Central Pharmaceutical Joint Stock Company No.3,VN000000TW39,listed,
PPY,Công ty Cổ phần Xăng dầu Dầu khí Phú Yên,2016-03-02,STOCK,HNX,Dầu khí Phú Yên,PETROLVIETNAM OIL PHU YEN JOINT STOCK COMPANY,VN000000PPY0,listed,
NWT,Công ty Cổ phần Vận tải Newway,2016-03-30,STOCK,UPCOM,Vận tải Newway,Newway Transport Joint Stock Company,VN000000NWT1,listed,
BMN,Công ty cổ phần 715,2016-04-06,STOCK,UPCOM,CTCP 715,715. Joint Stock Company,VN000000BMN0,listed,
BDG,CÔNG TY CỔ PHẦN MAY MẶC BÌNH DƯƠNG,2016-04-06,STOCK,UPCOM,MAY MẶC BÌNH DƯƠNG,Protrade Garment Joint Stock Company,VN000000BDG3,listed,
BWE,Công ty Cổ phần Nước - Môi trường Bình Dương,2017-07-20,STOCK,HOSE,M.trường Bình Dg,Binh Duong Water Environment Joint Stock Company,VN000000BWE8,listed,
VCE,Công ty Cổ phần Xây lắp Môi trường,2016-12-29,STOCK,UPCOM,Xây lắp Môi trường,CONSTRUCTION ENVIRONMENT JOINT STOCK COMPANY,VN000000VCE8,listed,
TAP,Công ty cổ phần Đô thị Tân An,2016-09-07,STOCK,UPCOM,Đô Thị Tân An,TAN AN PUBLIC SERVICES JOINT STOCK COMPANY,VN000000TAP2,listed,
HRT,Công ty cổ phần Vận tải Đường sắt Hà Nội,2016-09-15,STOCK,UPCOM,V.tải Đ.sắt HN,HaNoi Railway Transport Join Stock Company,VN000000HRT3,listed,
VWS,Công ty cổ phần Nước và Môi trường Việt Nam,2017-01-06,STOCK,UPCOM,Nước & M.trường VN,"Vietnam Water, Sanitation and Environment Joint Stock Company - JSC",VN000000VWS6,listed,
TVU,Công ty cổ phần Công trình Đô thị Trà Vinh,2016-11-09,STOCK,UPCOM,M.trg Đ.thị Trà Vinh,TRA VINH URBAN PROJECT JOINT STOCK COMPANY,VN000000TVU8,listed,
PSN,Công ty cổ phần Cảng Dịch vụ Dầu khí Tổng hợp PTSC Thanh Hóa,2017-06-29,STOCK,UPCOM,Cảng DV DK Th.Hóa,PTSC Thanh Hoa Joint Stock Company,VN000000PSN7,listed,
MES,Công ty Cổ phần Cơ điện Công trình,2016-12-12,STOCK,UPCOM,Cơ điện Công trình,"Mechanical, Engineering Service Joint Stock Company",VN000000MES3,listed,
HHN,Công ty cổ phần Vận tải và Dịch vụ hàng hóa Hà Nội,2016-12-16,STOCK,UPCOM,V.tải hàng hóa HN,Ha Noi Goods services and transport Joint Stock Company,VN000000HHN7,listed,
X77,Công ty cổ phần Thành An 77,2017-02-17,STOCK,UPCOM,CTCP Thành An 77,Thanh An 77 Joint Stock Company,VN000000X776,listed,
EMG,Công ty Cổ Phần Thiết Bị Phụ Tùng Cơ điện,2017-02-16,STOCK,UPCOM,Phụ tùng Cơ điện,Electrical Mechanical Equipment And Spare Parts Joint Stock Company,VN000000EMG8,listed,
TUG,Công ty cổ phần Lai dắt và Vận tải Cảng Hải Phòng,2017-02-21,STOCK,UPCOM,V.tải Cảng H.Phòng,Haiphong Port Tugboat And Transport Joint Stock Company,VN000000TUG9,listed,
VBG,Công ty cổ phần Địa chất Việt Bắc - TKV,2017-03-24,STOCK,UPCOM,Địa chất Việt Bắc,Vinacomin - Viet Bac Geology Joint Stock Company,VN000000VBG5,listed,
CE1,Công ty Cổ phần Xây dựng và Thiết bị Công nghiệp CIE1,2017-04-10,STOCK,UPCOM,T.bị C.nghiệp CIE1,Construction And Industry Equipment Joint Stock Company - CIE1,VN000000CE14,listed,
TSG,Công ty Cổ phần Thông tin Tín hiệu Đường sắt Sài Gòn,2017-04-18,STOCK,UPCOM,Tín hiệu Đ.sắt SG,Sai Gon Railway of Telecommunication - Signalization Joint Stock Company,VN000000TSG3,listed,
LMI,Công ty Cổ phần Đầu tư Xây dựng lắp máy IDICO,2017-07-20,STOCK,UPCOM,Lắp máy IDICO,IDICO Machinery Erection Construction Investment Joint Stock Company,VN000000LMI9,listed,
THI,Công ty Cổ phần Thiết bị điện,2017-06-15,STOCK,HOSE,CTCP Thiết bị điện,Electrical Equipment Joint stock company,VN000000THI2,listed,
LWS,Công ty cổ phần Cấp nước tỉnh Lào Cai,2017-12-22,STOCK,UPCOM,Cấp nc Lào Cai,Lao Cai Water Supply Joint Stock Company,VN000000LWS7,listed,
CEE,Công ty Cổ phần Xây dựng Hạ tầng CII,2017-05-15,STOCK,HOSE,XD Hạ tầng CII,CII Engineering and Construction JSC,VN000000CEE4,listed,
BSL,Công ty Cổ phần Bia Sài Gòn - Sông Lam,2017-06-16,STOCK,UPCOM,Bia SG Sông Lam,Saigon-Songlam Beer Joint stock company,VN000000BSL1,listed,
RGC,Công ty Cổ phần Đầu tư PV-Inconess,2017-06-19,STOCK,UPCOM,Đ.tư PV-Inconess,PV - Inconess Investment Joint Stock Company,VN000000RGC1,listed,
TCW,Công ty Cổ phần Kho vận Tân Cảng,2017-06-26,STOCK,UPCOM,Kho vận Tân Cảng,Tan Cang Warehousing Joint stock company,VN000000TCW4,listed,
FRM,Công ty Cổ phần Lâm nghiệp Sài Gòn,2017-11-24,STOCK,UPCOM,Lâm nghiệp Sài Gòn,Saigon Forestry Import - Export Jointstock Company,VN000000FRM2,listed,
VHD,Công ty Cổ phần Đầu tư phát triển Nhà và Đô thị Vinaconex,2017-06-22,STOCK,UPCOM,Đô thị Vinaconex,Vinaconex Urban and Housing Development Investment Joint Stock Company,VN000000VHD9,listed,
HII,Công ty Cổ phần An Tiến Industries,2017-06-22,STOCK,HOSE,An Tiến Industries,AnTien Industries Joint Stock Company,VN000000HII5,listed,
NSH,Công ty Cổ phần Nhôm Sông Hồng,2017-07-31,STOCK,HNX,Nhôm Sông Hồng,Song Hong Aluminium Joint Stock Company,VN000000NSH4,listed,
UMC,Công ty Cổ phần Công trình đô thị Nam Định,2017-08-28,STOCK,UPCOM,Đô thị Nam Định,Nam Dinh Urban Construction Management Joint Stock Company,VN000000UMC3,listed,
PLP,Công ty cổ phần Sản xuất và Công nghệ Nhựa Pha Lê,2017-08-21,STOCK,HOSE,Nhựa Pha Lê,Pha Le Plastics Manufacturing and Technology Joint Stock Company,VN000000PLP7,listed,
SUM,Công ty cổ phần Đo đạc và Khoáng sản,2018-01-05,STOCK,UPCOM,Đo đạc & K.sản,Survey and Minerals Joint Stock Company,VN000000SUM9,listed,
QLD,Công ty cổ phần Quản lý và Xây dựng Giao thông Lạng Sơn,2018-01-05,STOCK,UPCOM,XD GT Lạng Sơn,Lang Son Road Manegement and Contruction Joint Stock Company,VN000000QLD1,listed,
HLE,Công ty cổ phần Điện chiếu sáng Hải Phòng,2017-11-14,STOCK,UPCOM,Chiếu sáng H.Phòng,Hai Phong Electric Lighting Joint Stock Company,VN000000HLE8,listed,
ILA,Công ty Cổ phần ILA,2017-11-28,STOCK,UPCOM,CTCP ILA,ILA Joint Stock Company,VN000000ILA4,listed,
BHK,Công ty cổ phần Bia Hà Nội - Kim Bài,2018-04-05,STOCK,UPCOM,Bia HN Kim Bài,Ha Noi Kim Bai Beer Joint Stock Company,VN000000BHK6,listed,
NRC,Công ty Cổ phần Bất động sản NETLAND,2018-04-05,STOCK,HNX,BĐS NETLAND,NETLAND Real Estate Joint Stock Company,VN000000NRC7,listed,HNX30
S72,Công ty cổ phần Sông Đà 7.02,2018-05-22,STOCK,UPCOM,CTCP Sông Đà 7.02,Song Da 7.02 Hydroelectric Joint Stock Company,VN000000S727,listed,
TA3,Công ty Cổ phần Đầu tư và Xây lắp Thành An 386,2018-01-05,STOCK,UPCOM,X.lắp Thành An 386,386 Thanh An Construction and Investment Joint Stock Company,VN000000TA35,listed,
PTX,Công ty cổ phần Vận tải và Dịch vụ Petrolimex Nghệ Tĩnh,2018-07-30,STOCK,UPCOM,V.tải Petro N.Tĩnh,Petrolimex Nghe Tinh Transportation and Service Joint Stock Company,VN000000PTX4,listed,
DX2,Công ty cổ phần Đầu tư và Xây dựng 319.2,2018-07-04,STOCK,UPCOM,Xây dựng 319.2,319.2 Investment And Construction Joint Stock Company,VN000000XD28,listed,
BHG,Công ty cổ phần Chè Biển Hồ,2018-10-30,STOCK,UPCOM,Chè Biển Hồ,Bien Ho Tea Joint Stock Company,VN000000BHG4,listed,
HHP,Công ty cổ phần Giấy Hoàng Hà Hải Phòng,2018-08-08,STOCK,HNX,Giấy Hoàng Hà HP,Hai Phong Hoang Ha Paper Join Stock Company,VN000000HHP2,listed,
SBR,Công ty cổ phần Cao su Sông Bé,2020-11-02,STOCK,UPCOM,Cao su Sông Bé,Song Be Rubber Joint Stock Company,VN000000SBR8,listed,
VSE,Công ty cổ phần Dịch vụ Đường cao tốc Việt Nam,2018-10-10,STOCK,UPCOM,DV Đường cao tốc,Vietnam Expressway Services Joint Stock Company,VN000000VSE4,listed,
ILB,Công ty Cổ phần ICD Tân Cảng - Long Bình,2019-05-15,STOCK,HOSE,ICD Tân Cảng- Long Bình,ICD Tan Cang - Long Binh Joint Stock Company,VN000000ILB2,listed,
TAR,Công ty cổ phần Nông nghiệp Công nghệ cao Trung An,2019-02-20,STOCK,HNX,NN C.nghệ Trung An,Trung An Hi - Tech Farming Joint Stock Company,VN000000TAR8,listed,
SIP,Công ty Cổ phần Đầu tư Sài Gòn VRG,2019-06-06,STOCK,UPCOM,Đầu tư Sài Gòn VRG,Sai Gon VRG Investment Corporation,VN000000SIP7,listed,
CSI,Công ty Cổ phần Chứng Khoán Kiến Thiết Việt Nam,2019-03-15,STOCK,UPCOM,C.Khoán Kiến thiết VN,VIETNAM Construction Securities JSC,VN000000CSI5,listed,
HD8,Công ty cổ phần Đầu tư phát triển nhà và đô thị HUD8,2019-03-15,STOCK,UPCOM,ĐTPT nhà và đ.thị HUD8,Housing and Urban Development Investment Joint Stock Company HUD8,VN000000HD85,listed,
ABS,Công ty Cổ phần Dịch vụ Nông nghiệp Bình Thuận,2020-03-18,STOCK,HOSE,Nông nghiệp Bình Thuận,Binh Thuan Agriculture Services JSC,VN000000ABS4,listed,
IPH,Công ty cổ phần In và Phát hành biểu mẫu thống kê,2019-07-03,STOCK,UPCOM,In Phát hành biểu mẫu,Print and Statistical Form Publishment Joint Stock Company,VN000000IPH0,listed,
CAB,CÔNG TY CỔ PHẦN TỔNG CÔNG TY TRUYỀN HÌNH CÁP VIỆT NAM,2019-09-06,STOCK,UPCOM,Truyền hình cáp VN,VIETNAM TELEVISION CABLE JOINT STOCK COMPANY,VN000000CAB8,listed,
MEG,CÔNG TY CỔ PHẦN MEGRAM,2019-09-09,STOCK,UPCOM,CTCP MEGRAM,MEGRAM JOINT STOCK COMPANY,VN000000MEG8,listed,
AGG,CTCP Đầu tư và Phát triển Bất động sản An Gia,2020-01-09,STOCK,HOSE,Bất động sản An Gia,An Gia Real Estate Investment and Development Corporation,VN000000AGG8,listed,
QNT,CÔNG TY CỔ PHẦN TƯ VẤN VÀ ĐẦU TƯ PHÁT TRIỂN QUẢNG NAM,2020-01-09,STOCK,UPCOM,TƯ VẤN VÀ ĐẦU TƯ PHÁT TRIỂN QUẢNG NAM,QUANG NAM CONSULTING AND INVESTMENT DEVELOPMENT JOINT STOCK COMPANY,VN000000QNT3,listed,
HGR,Công ty cổ phần Tài nguyên và Môi trường Hậu Giang,2020-07-02,STOCK,UPCOM,T.nguyên và M.trường Hậu Giang,Hau Giang Resources And Enviroment Stock Company,VN000000HGR0,listed,
MXC,,2020-12-10,STOCK,UPCOM,TT Nông nghiệp Mùa Xuân,Spring Agricultural Center,VN000000MXC7,listed,
CGL,CÔNG TY CỔ PHẦN THƯƠNG MẠI GIA LAI,2020-12-03,STOCK,UPCOM,THƯƠNG MẠI GIA LAI,GIA LAI TRADING JOINT STOCK COMPANY,VN000000CGL4,listed,
CAN,Công ty Cổ phần Đồ hộp Hạ Long,2009-06-12,STOCK,HNX,Đồ hộp Hạ Long,Halong Canned Food Joint Stock Corporation,VN000000CAN3,listed,
GND,Công ty cổ phần Gạch ngói Đồng Nai,2017-02-21,STOCK,UPCOM,Gạch ngói Đồng Nai,Dong Nai Brick And Tile Corporation,VN000000GND8,listed,
VSN,Công ty cổ phần Việt Nam Kỹ Nghệ Súc Sản,2016-10-21,STOCK,UPCOM,VISSAN,Vissan Joint Stock Company,VN000000VSN5,listed,
DHA,Công ty Cổ phần Hoá An,2004-04-14,STOCK,HOSE,CTCP Hoá An,Hoa An Joint stock company,VN000000DHA3,listed,
SAV,Công ty Cổ phần Hợp tác kinh tế và Xuất nhập khẩu SAVIMEX,2002-05-09,STOCK,HOSE,XNK SAVIMEX,Savimex Corporation,VN000000SAV2,listed,
SEA,Tổng Công ty Thủy sản Việt Nam – Công ty cổ phần,2016-12-23,STOCK,UPCOM,TCT Thủy sản VN,Viet Nam Seaproducts Joint Stock Corportion,VN000000SEA8,listed,
KTL,Công ty Cổ phần kim khí Thăng Long ,2015-01-14,STOCK,UPCOM,Kim khí Thăng Long,Thang Long metal wares joint stock company,VN000000KTL0,listed,
DIG,Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng,2009-08-19,STOCK,HOSE,TCT ĐTPT Xây dựng,Development Investment Construction Joint Stock Company,VN000000DIG8,listed,
VSP,Công ty Cổ phần Vận tải biển và Bất động sản Việt Hải ,2012-07-06,STOCK,UPCOM,V.tải biển Việt Hải,Viet Hai Shipping And Real Properties Corporation,VN000000VSP0,listed,
VOS,Công ty Cổ phần Vận tải biển Việt Nam ,2010-09-08,STOCK,HOSE,Vận tải biển VN,Viet Nam Ocean Shipping Joint Stock Company,VN000000VOS3,listed,
CYC,Công ty Cổ phần Gạch Men Chang Yih ,2017-05-22,STOCK,UPCOM,Gạch Men Chang Yih,Chang Yih Ceramic Joint Stock Company,VN000000CYC6,listed,
SDG,Công ty Cổ phần SADICO Cần Thơ,2009-12-22,STOCK,HNX,SADICO Cần Thơ,Can Tho Sadico Joint Stock Corporation,VN000000SDG7,listed,
NLG,Công ty Cổ phần Đầu tư Nam Long,2013-04-08,STOCK,HOSE,Đầu tư Nam Long,Nam Long Investment Corporation,VN000000NLG1,listed,
BMI,Tổng Công ty Cổ phần Bảo Minh ,2008-04-21,STOCK,HOSE,Bảo Minh,BaoMinh Insurance Corporation,VN000000BMI0,listed,
TTD,Công ty cổ phần Bệnh viện Tim Tâm Đức,2017-02-06,STOCK,UPCOM,BV Tim Tâm Đức,Tam Duc Cardiology Hospital Joint Stock Company,VN000000TTD8,listed,
BBS,Công ty Cổ phần VICEM Bao bì Bút Sơn,2005-12-28,STOCK,HNX,Bao bì Bút Sơn,VICEM But Son Packing Joint - Stock Company,VN000000BBS2,listed,
VTO,Công ty Cổ phần Vận tải xăng dầu VITACO,2007-10-09,STOCK,HOSE,V.tải X.dầu VITACO,Vietnam Tanker Joint Stock Company,VN000000VTO1,listed,
ABC,Công ty cổ phần Truyền thông VMG,2016-08-18,STOCK,UPCOM,Truyền thông VMG,VMG Media Joint Stock Company,VN000000ABC8,listed,
MVC,Công ty cổ phần Vật liệu và Xây dựng Bình Dương,2017-03-22,STOCK,UPCOM,VLXD Bình Dương,Binh Duong Building Materials & Construction Corporation,VN000000MVC1,listed,
PGC,Tổng Công ty Gas Petrolimex - CTCP,2006-11-24,STOCK,HOSE,TCT Gas Petrolimex,Petrolimex Gas Joint Stock Company,VN000000PGC5,listed,
TMS,CÔNG TY CỔ PHẦN TRANSIMEX,2000-08-04,STOCK,HOSE,CTCP TRANSIMEX,TRANSIMEX CORPORATION,VN000000TMS1,listed,
MTG,Công ty Cổ phần MT GAS,2015-06-25,STOCK,UPCOM,CTCP MT GAS,MT GAS Joint Stock Company,VN000000MTG6,listed,
TDH,Công ty Cổ phần Phát triển nhà Thủ Đức,2006-12-14,STOCK,HOSE,Nhà Thủ Đức,Thu Duc Housing Development Corporation,VN000000TDH3,listed,
HTV,Công ty cổ phần Logistics Vicem,2006-01-05,STOCK,HOSE,Logistics Vicem,Logistics Vicem Joint Stock Company,VN000000HTV5,listed,
VIB,Ngân hàng Thương mại Cổ phần Quốc tế Việt Nam,2020-11-10,STOCK,HOSE,VIB Bank,Vietnam International Commercial Joint Stock Bank,VN000000VIB1,listed,
DVW,Công ty Cổ phần Dịch vụ và Xây dựng Cấp nước Đồng Nai,2018-06-06,STOCK,UPCOM,DV cấp nc Đồng Nai,Dong Nai Water Supply Construction and Services Joint Stock Company,VN000000DVW8,listed,
TKU,Công ty Cổ phần Công nghiệp Tung Kuang,2006-06-26,STOCK,HNX,C.Nghiệp Tung Kuang,Tung Kuang Industrial Joint Stock Company,VN000000TKU1,listed,
ICT,Công ty cổ phần Viễn thông - Tin học Bưu điện,2020-01-15,STOCK,HOSE,Tin học Bưu điện,JOINT STOCK COMPANY FOR TELECOMS AND INFORMATICS,VN000000ICT3,listed,
DHG,Công ty Cổ phần Dược Hậu Giang,2006-12-21,STOCK,HOSE,Dược Hậu Giang,DHG Pharmaceutical Joint – Stock Company,VN000000DHG0,listed,
ALT,Công ty Cổ phần văn hoá Tân Bình ,2009-07-27,STOCK,HNX,Văn hoá Tân Bình,Alta Company,VN000000ALT1,listed,
PTC,Công ty Cổ phần Đầu tư và Xây dựng Bưu điện,2008-12-15,STOCK,HOSE,ĐT XD Bưu điện,Post and Telecommunications Investment and Construction JSC,VN000000PTC8,listed,
TTT,Công ty Cổ phần Du lịch - Thương mại Tây Ninh,2017-06-02,STOCK,HNX,T.mại Tây Ninh,Tay Ninh Tourist - Trading Joint Stock Company,VN000000TTT4,listed,
CMF,Công ty cổ phần Thực phẩm Cholimex,2016-11-30,STOCK,UPCOM,Th.phẩm CHOLIMEX,Cholimex Food Joint Stock Company,VN000000CMF4,listed,
PIT,Công ty Cổ phần Xuất nhập khẩu Petrolimex,2008-01-24,STOCK,HOSE,XNK Petrolimex,Petrolimex International Trading Joint Stock Company,VN000000PIT5,listed,
VTD,Công ty Cổ phần Du lịch Vietourist,2019-11-06,STOCK,UPCOM,Du lịch Vietourist,Vietourist Travel Joint Stock Company,VN000000VTD4,listed,
HMG,Công ty Cổ phần kim khí Hà Nội - VNSTEEL,2016-09-09,STOCK,UPCOM,Kim khí Hà Nội,VNSTEEL - Hanoisteel corporation,VN000000HMG1,listed,
HAI,Công ty Cổ phần Nông dược H.A.I,2010-04-20,STOCK,HOSE,Nông dược H.A.I,H.A.I Agrochem Join Stock Company,VN000000HAI2,listed,
CJC,Công ty Cổ phần Cơ điện Miền Trung (CEMC),2006-12-14,STOCK,HNX,Cơ điện M.Trung,Central Area Electrical Mechanical Joint Stock Company,VN000000CJC7,listed,
HTP,Công ty Cổ phần In sách giáo khoa Hòa Phát,2006-12-14,STOCK,HNX,In SGK Hòa Phát,Hoa Phat Textbook Printing Joint Stock Company,VN000000HTP7,listed,
SAP,Công ty Cổ phần In sách giáo khoa TP Hồ Chí Minh ,2018-05-07,STOCK,UPCOM,Sách giáo khoa HCM,Textbook Printing Joint Stock Company In Ho Chi Minh City,VN000000SAP4,listed,
SD3,Công ty Cổ phần Sông Đà 3,2013-12-24,STOCK,UPCOM,CTCP Sông Đà 3,Song Da 3 Joint Stock Company,VN000000SD33,listed,
LBM,Công ty Cổ phần Khoáng sản và Vật liệu Xây dựng Lâm Đồng,2006-12-20,STOCK,HOSE,VLXD Lâm Đồng,Lamdong Minerals and Building materials Join Stock Company,VN000000LBM4,listed,
