code,companyName,listedDate,type,floor,shortName,companyNameEng,isin,status,indexCode
KBE,Công ty Cổ phần Sách - Thiết bị Trường học Kiên Giang ,2010-03-01,STOCK,UPCOM,Sách Kiên Giang,Kien Giang Book and Equipment Joint Stock Company,VN000000KBE3,listed,
SDE,Công ty Cổ phần Kỹ thuật điện Sông Đà ,2019-04-26,STOCK,UPCOM,KT điện Sông Đà,Song Da Electrical Engineering Joint Stock Company,VN000000SDE2,listed,
DRH,Công ty Cổ phần DRH Holdings,2010-07-26,STOCK,HOSE,CTCP DRH Holdings,DRH Holdings JSC,VN000000DRH7,listed,
NTB,Công ty Cổ phần Đầu tư Xây dựng và Khai thác Công trình Giao thông 584,2014-01-16,STOCK,UPCOM,C.trình GT 584,Transport Engineering Construction And Business Investment  Stock Company 584,VN000000NTB5,listed,
LCC,Công ty Cổ phần Xi măng Lạng Sơn ,2010-05-06,STOCK,UPCOM,Xi măng Lạng Sơn,Lang Sơn Cenmens Jont Stock Company,VN000000LCC3,listed,
PXI,Công ty Cổ phần Xây dựng Công nghiệp và Dân dụng Dầu khí,2010-06-21,STOCK,HOSE,CN Dân dụng D.khí,Petroleum Industrial And Civil Construction Joint Stock Company,VN000000PXI7,listed,
VXB,Công ty Cổ phần Vật liệu xây dựng Bến Tre,2010-06-22,STOCK,HNX,VLXD Bến Tre,Ben Tre Construction Material Joint Stock Company,VN000000VXB0,listed,
HTC,Công ty Cổ phần Thương mại Hóc Môn ,2010-05-07,STOCK,HNX,Thương mại Hóc Môn,HOCMON Trade Joint Stock Company,VN000000HTC5,listed,
PHS,Công ty Cổ phần Chứng khoán Phú Hưng,2019-07-31,STOCK,UPCOM,Chứng khoán Phú Hưng,Phu Hung Securities Corporation,VN000000PHS9,listed,
PVR,Công ty Cổ phần Đầu tư PVR Hà Nội,2017-06-02,STOCK,UPCOM,Đầu tư PVR Hà Nội,Hanoi PVR Investment Joint Stock Company,VN000000PVR2,listed,
NNC,Công ty Cổ phần Đá Núi Nhỏ,2010-06-23,STOCK,HOSE,CTCP Đá Núi Nhỏ,Nui Nho Stone Joint Stock Co,VN000000NNC6,listed,
VE2,Công ty Cổ phần Xây dựng Điện VNECO 2 ,2010-07-26,STOCK,HNX,XD Điện VNECO 2,VNECO2 Electricity Construction Joint – Stock Company,VN000000VE29,listed,
PDR,Công ty Cổ phần Phát triển Bất động sản Phát Đạt ,2010-07-30,STOCK,HOSE,BĐS Phát Đạt,Phat Dat Real Estate Development Corporation,VN000000PDR0,listed,
CKG,CÔNG TY CÔ PHẦN TẬP ĐOÀN TƯ VẤN ĐẦU TƯ XÂY DỰNG KIÊN GIANG,2020-03-25,STOCK,HOSE,Xây dựng Kiên Giang,KIEN GIANG CONSTRUCTION INVESTMENT CONSULTANCY GROUP,VN000000CKG6,listed,
PCT,Công ty cổ phần Vận tải khí và Hóa chất Việt Nam,2011-09-12,STOCK,HNX,V.tải khí H.chất VN,VIET NAM GAS AND CHEMICALS TRANSPORTATION CORPORATION,VN000000PCT8,listed,
PIV,Công ty Cổ phần PIV,2018-09-07,STOCK,UPCOM,CTCP PIV,PIV Joint Stock Company,VN000000PIV1,listed,
HCI,Công ty Cổ phần Đầu tư - Xây dựng Hà Nội ,2010-09-17,STOCK,UPCOM,ĐT Xây dựng HN,Hanoi Construction Investment Joint stock Company,VN000000HCI8,listed,
SCL,Công ty Cổ phần Sông Đà Cao Cường,2020-05-18,STOCK,UPCOM,Sông Đà Cao Cường,Song Da Cao Cuong Joint Stock Company,VN000000SCL9,listed,
SCO,Công ty Cổ phần Công nghiệp Thủy sản,2010-09-17,STOCK,UPCOM,C.nghiệp Th.sản,Seaproducts Mechanical Shareholding Company,VN000000SCO3,listed,
PFL,Công ty Cổ phần Dầu khí Đông Đô,2015-05-25,STOCK,UPCOM,Dầu khí Đông Đô,Petro Dong Do Joint Stock Company,VN000000PFL8,listed,
PTL,Công ty Cổ phần Đầu tư hạ tầng và Đô thị Dầu khí ,2010-09-22,STOCK,HOSE,H.tầng Đ.thị D.khí,Petro Capital Infrastructure Investment Joint Stock Company,VN000000PTL9,listed,
LM8,Công ty Cổ phần Lilama 18,2010-11-15,STOCK,HOSE,CTCP Lilama 18,Lilama 18 Joint Stock Company,VN000000LM88,listed,
TIS,Công ty Cổ phần Gang thép Thái Nguyên ,2011-03-24,STOCK,UPCOM,G.thép Thái Nguyên,Thai Nguyen Iron and Steel Joint Stock Corporation,VN000000TIS9,listed,
NKG,Công ty Cổ phần Thép Nam Kim,2011-01-14,STOCK,HOSE,Thép Nam Kim,Nam Kim Steel Joint Stock Company,VN000000NKG3,listed,
CIG,Công ty Cổ phần COMA18,2011-07-19,STOCK,HOSE,CTCP COMA18,Coma18 Joint stock Company,VN000000CIG0,listed,
L14,Công ty Cổ phần Licogi 14,2011-09-13,STOCK,HNX,CTCP Licogi 14,Licogi 14 Joint Stock Company,VN000000L144,listed,HNX30
MBB,Ngân hàng Thương mại Cổ phần Quân đội ,2011-11-01,STOCK,HOSE,Ngân hàng Quân đội,Military Commercial Joint Stock Bank,VN000000MBB5,listed,VN30
VCX,Công ty Cổ phần Xi măng Yên Bình ,2014-04-01,STOCK,UPCOM,Xi măng Yên Bình,YenBinh Cement Joint Stock Company,VN000000VCX8,listed,
STV,Công ty Cổ phần Chế tác đá Việt Nam,2011-12-15,STOCK,UPCOM,Chế tác đá VN,Viet Nam Stone Work - Top Fabrication Joint Stock Company,VN000000STV2,listed,
MED,CÔNG TY CỔ PHẦN DƯỢC TRUNG ƯƠNG MEDIPLANTEX,2020-03-18,STOCK,HNX,Dược TW MEDIPLANTEX,MEDIPLANTEX NATIONAL PHARMACEUTICAL JOINT STOCK COMPANY,VN000000MED5,listed,
LMC,Công ty cổ phần Khoáng sản Latca,2017-09-21,STOCK,UPCOM,K.sản Latca,Latca Mineral Joint Stock Company,VN000000LMC2,listed,
FCN,Công ty Cổ phần FECON,2012-07-24,STOCK,HOSE,CTCP FECON,FECON Corporation,VN000000FCN2,listed,
BHP,Công ty Cổ phần Bia Hà Nội - Hải Phòng,2013-01-21,STOCK,UPCOM,Bia HN Hải Phòng,Ha Noi - Hai Phong Beer Joint Stock Company,VN000000BHP5,listed,
FCM,Công ty Cổ phần Khoáng sản FECON ,2013-05-15,STOCK,HOSE,K.sản FECON,FECON Mining Joint Stock Company,VN000000FCM4,listed,
PSD,Công ty Cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí ,2013-06-28,STOCK,HNX,P.phối T.hợp D.khí,Petroleum General Distribution Services Joint Stock Company,VN000000PSD8,listed,
HNG,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,2015-07-20,STOCK,HOSE,Nông nghiệp HAGL,Hoang Anh Gia Lai Agricultural Joint Stock Company,VN000000HNG9,listed,
CH5,Công ty cổ phần xây dựng số 5 Hà Nội,2017-06-14,STOCK,UPCOM,Xây dựng số 5 HN,Hanoi Construction Joint stock company No5,VN000000CH52,listed,
CCH,Công ty cổ phần Tư vấn và Đầu tư Xây dựng CCIC Hà Nội,2017-08-30,STOCK,UPCOM,Xây dựng CCIC HN,Ha Noi Consultant and construction investment Joint Stock Company,VN000000CCH1,listed,
IFC,Công ty cổ phần thực phẩm công nghệ Sài Gòn,2016-03-22,STOCK,UPCOM,T.phẩm Công nghệ SG,SAIGON INDUSTRIAL FOODSTUFFS JOINT STOCK COMPANY,VN000000IFC2,listed,
PIC,Công ty Cổ phần Đầu tư Điện lực 3,2017-01-09,STOCK,HNX,Đầu tư Điện lực 3,PC3-Investment Joint Stock Company,VN000000PIC1,listed,
VCW,Công ty cổ phần Đầu tư Nước sạch Sông Đà,2016-11-23,STOCK,UPCOM,Nước Sông Đà,Song Da Water Investment JSC,VN000000VCW0,listed,
HPI,Công ty cổ phần khu công nghiệp Hiệp Phước,2017-10-05,STOCK,UPCOM,KCN Hiệp Phước,Hiep Phuoc Industrial Park Joint Stock Company,VN000000HPI0,listed,
CMK,Công ty Cổ phần cơ khí Mạo Khê - Vinacomin ,2015-10-21,STOCK,UPCOM,Cơ khí Mạo Khê,Viancom - Maokhe Mechanical Joint Stock Company,VN000000CMK4,listed,
CDG,Công ty cổ phần Cầu Đuống,2017-02-27,STOCK,UPCOM,CTCP Cầu Đuống,CauDuong Joint Stock Company,VN000000CDG1,listed,
CLM,Công ty cổ phần Xuất nhập khẩu Than - Vinacomin,2016-04-15,STOCK,HNX,XNK Than Vinacomin,VINACOMIN - COAL IMPORT EXPORT  JOINT STOCK COMPANY,VN000000CLM2,listed,
MVY,Công ty Cổ phần Môi trường và Dịch vụ Đô thị Vĩnh Yên,2017-01-25,STOCK,UPCOM,Đô thị Vĩnh Yên,Vinh Yen Environment and Urban Services Joint Stock Company,VN000000MVY5,listed,
BII,Công ty Cổ phần Đầu tư và Phát triển Công nghiệp Bảo Thư ,2014-09-22,STOCK,HNX,C.nghiệp Bảo Thư,Bao Thu Industrial Development and Investment Joint Stock Company,VN000000BII8,listed,
PVH,Công ty Cổ phần Xây lắp Dầu khí Thanh Hóa,2017-05-19,STOCK,UPCOM,X.lắp D.khí Th.Hóa,Thanh Hoa Petroleum Constraction Joint stock company,VN000000PVH3,listed,
NMK,Công ty Cổ phần Xây dựng Công trình 510,2015-03-05,STOCK,UPCOM,XD Công trình 510,Civil Engineering Construction Joint - Stock Company No.510,VN000000NMK1,listed,
SGO,Công ty Cổ phần Dầu thực vật Sài Gòn,2019-12-30,STOCK,UPCOM,Dầu thực vật SG,Saigon Vegetable Oil Joint Stock Company,VN000000SGO4,listed,
TTB,Công ty Cổ phần Tập đoàn Tiến Bộ,2018-08-17,STOCK,HOSE,Tâp đoàn Tiến Bộ,Tien Bo Joint Stock Company,VN000000TTB2,listed,
MPT,Công ty Cổ phần Tập đoàn Trường Tiền,2016-01-15,STOCK,HNX,Tập đoàn Trường Tiền,Truong Tien Group Joint Stock Company,VN000000MPT7,listed,
ACV,Tổng công ty cảng hàng không Việt Nam - CTCP,2016-11-21,STOCK,UPCOM,Cảng Hàng không VN,Airports Corporation of Vietnam,VN000000ACV6,listed,
HIZ,Công ty cổ phần Khu công nghiệp Hố Nai,2018-07-27,STOCK,UPCOM,KCN Hố Nai,HONAI Industrial Zone Joint Stock Company,VN000000HIZ9,listed,
MFS,Công ty cổ phần Dịch vụ kỹ thuật Mobifone,2019-04-16,STOCK,UPCOM,DV K.thuật Mobifone,Mobifone Service JSC,VN000000MFS0,listed,
HKP,CÔNG TY CỔ PHẦN BAO BÌ HÀ TIÊN,2016-04-08,STOCK,UPCOM,BAO BÌ HÀ TIÊN,HA TIEN PACKAGING JOINT STOCK COMPANY,VN000000HKP6,listed,
ACM,Công ty Cổ phần Tập đoàn khoáng sản Á Cường,2015-07-23,STOCK,HNX,K.sản Á Cường,A  CUONG  MINERAL  GROUP JOINT  STOCK COMPANY,VN000000ACM5,listed,
PMP,Công ty Cổ phần Bao bì Đạm Phú Mỹ,2015-09-22,STOCK,HNX,Bao bì Đạm Phú Mỹ,DAM PHU MY PACKAGING JOINT STOCK COMPANY,VN000000PMP5,listed,
NDP,Công ty cổ phần Dược phẩm 2/9,2015-11-20,STOCK,UPCOM,Dược phẩm 2/9,National Day Pharmaceutical Joint Stock Company,VN000000NDP9,listed,
VEF,Công ty cổ phần Trung Tâm Hội Chợ Triển Lãm Việt Nam,2015-12-22,STOCK,UPCOM,Hội chợ triển lãm,VietNam Exhibition Fair Centre Joint Stock Company,VN000000VEF1,listed,
CMP,Công ty Cổ phần Cảng Chân Mây,2016-02-15,STOCK,UPCOM,Cảng Chân Mây,Chan May Port Joint Stock Company,VN000000CMP3,listed,
KDM,Công ty cổ phần Tập đoàn Đầu tư Lê Gia,2016-03-29,STOCK,HNX,Tập đoàn Đầu tư Lê Gia,LE GIA INVESTMENT GROUP JOINT STOCK COMPANY,VN000000KDM2,listed,
TID,Công ty cổ phần Tổng công ty Tín Nghĩa,2018-12-12,STOCK,UPCOM,CTCP Tín Nghĩa,Tin Nghia Corporation,VN000000TID1,listed,
VPD,Công ty Cổ phần Phát triển Điện Lực Việt Nam,2018-01-22,STOCK,HOSE,Điện Lực Việt Nam,Viet Nam Power Development Joint Stock Company,VN000000VPD2,listed,
MST,Công ty cổ phần đầu tư MST,2016-05-10,STOCK,HNX,Đầu tư MST,MST Investment Joint Stock Company,VN000000MST1,listed,
FCC,Công ty Cổ phần Liên Hợp Thực Phẩm,2016-05-09,STOCK,UPCOM,Liên Hợp Thực Phẩm,Foodstuff Combina Torial Joint Stock Company,VN000000FCC5,listed,
FRT,Công ty cổ phần Bán lẻ Kỹ thuật số FPT,2018-04-26,STOCK,HOSE,Bán lẻ KTS FPT,FPT Digital Retail Joint Stock Company,VN000000FRT7,listed,
HNP,Công ty cổ phần Hanel Xốp nhựa,2016-12-20,STOCK,UPCOM,Hanel Xốp nhựa,Hanel Plastics Joint Stock Company,VN000000HNP0,listed,
HPW,Công ty cổ phần Cấp nước Hải Phòng,2016-11-21,STOCK,UPCOM,Cấp nc H.Phòng,Hai Phong water Joint stock company,VN000000HPW1,listed,
NVL,Công ty cổ phần Tập đoàn Đầu tư Địa ốc No Va,2016-12-28,STOCK,HOSE,Địa ốc Novaland,No Va Land Investment Group Corporation,VN000000NVL0,listed,VN30
UPH,Công ty Cổ phần Dược phẩm TW25,2016-12-29,STOCK,UPCOM,Dược phẩm TW25,No 25 Central Phamaceutical Joint Stock Company,VN000000UPH5,listed,
FCS,Công ty cổ phần Lương thực thành phố Hồ Chí Minh,2017-03-03,STOCK,UPCOM,Lương thực TP.HCM,Ho Chi Minh City Food Joint Stock Company,VN000000FCS1,listed,
DNR,Công ty cổ phần Đường sắt Quảng Nam - Đà Nẵng,2016-06-24,STOCK,UPCOM,Đ.sắt Quảng Nam,Quang Nam - Da Nang Rail way Joint Stock Company,VN000000DNR5,listed,
YRC,Công ty cổ phần Đường sắt Yên Lào,2016-09-09,STOCK,UPCOM,Đ.sắt Yên lào,Yenlao Railway Join Stock Company,VN000000YRC4,listed,
GTS,Công ty cổ phần Công trình Giao thông Sài Gòn,2016-10-21,STOCK,UPCOM,C.trình GT SG,Saigon Traffic Construction Joint Stock Company,VN000000GTS3,listed,
RLC,Công ty cổ phần Đường bộ Lào Cai,2016-12-15,STOCK,UPCOM,Đường bộ Lào Cai,Lao Cai Road Joint Stock Company,VN000000RLC1,listed,
NVP,Công ty cổ phần Nước sạch Vĩnh Phúc,2016-12-15,STOCK,UPCOM,Nước Vĩnh Phúc,Vinh Phuc Water Supply Joint Stock Company,VN000000NVP1,listed,
SSU,Công ty Cổ phần Môi trường Đô thị Sóc Sơn,2016-12-19,STOCK,UPCOM,Đô thị Sóc Sơn,Soc Son Urban Environment Joint Stock Company,VN000000SSU6,listed,
CCV,Công ty cổ phần Tư vấn Xây dựng Công nghiệp và Đô thị Việt Nam,2017-01-09,STOCK,UPCOM,XD C.nghiệp & Đ.thị VN,VCC Engineering Consultants Joint Stock Company,VN000000CCV2,listed,
BTB,Công ty Cổ phần Bia Hà Nội - Thái Bình,2017-01-12,STOCK,UPCOM,Bia HN Thái Bình,Ha Noi - Thai Binh Beer Joint Stock Company,VN000000BTB0,listed,
HHR,Công ty cổ phần Đường sắt Hà Hải,2017-02-17,STOCK,UPCOM,Đ.sắt Hà Hải,Ha Hai Railway Joint Stock Company,VN000000HHR8,listed,
DTG,Công ty Cổ phần Dược phẩm Tipharco,2017-02-28,STOCK,UPCOM,Dược phẩm Tipharco,TIPHARCO Pharmaceutical Joint Stock Company,VN000000DTG5,listed,
MTS,Công ty Cổ phần Vật tư - TKV,2017-04-28,STOCK,UPCOM,CTCP Vật tư - TKV,Vinacomin - Materials Trading Joint stock company,VN000000MTS1,listed,
QLT,Công ty cổ phần Quản lý Bảo trì Đường thủy nội địa số 10,2017-04-03,STOCK,UPCOM,Đg thủy số 10,Inland Waterway Management Maintenance Joint Stock Company No.10,VN000000QLT7,listed,
DNE,Công ty cổ phần Môi trường Đô thị Đà Nẵng,2017-04-05,STOCK,UPCOM,Đô thị Đà Nẵng,DaNang Urban Environment Joint Stock Company,VN000000DNE3,listed,
CCT,Công ty Cổ phần Cảng Cần Thơ,2017-06-30,STOCK,UPCOM,Cảng Cần Thơ,Cantho Port Joint stock company,VN000000CCT6,listed,
HEJ,Tổng công ty Tư vấn Xây dựng Thủy Lợi Việt Nam - CTCP,2017-07-14,STOCK,UPCOM,XD Thủy Lợi VN,Vietnam Hydraulic Engineering Consultants Corporation-Jsc,VN000000HEJ2,listed,
CPA,Công ty Cổ phần Cà phê Phước An,2019-12-30,STOCK,UPCOM,Cà phê Phước An,Phuoc An Coffee Joint Stock Company,VN000000CPA8,listed,
TDG,Công ty Cổ phần Dầu khí Thái Dương,2017-06-15,STOCK,HOSE,Dầu khí Thái Dương,Thaiduong Petrol Joint stock company,VN000000TDG5,listed,
DSS,Công ty Cổ phần Đường sắt Sài Gòn,2017-04-24,STOCK,UPCOM,Đ.sắt Sài Gòn,Sai Gon Railway Joint Stock Company,VN000000DSS2,listed,
HD6,Công ty Cổ phần đầu tư và phát triển Nhà số 6 Hà Nội,2020-11-23,STOCK,UPCOM,Nhà số 6 Hà Nội,Hanoi Housing Development and Investment Joint Stock Company No 6,VN000000HD69,listed,
NHV,Công ty Cổ phần Đầu tư NHV,2017-06-14,STOCK,UPCOM,Đầu tư NHV,NHV Investment Joint Stock Company,VN000000NHV8,listed,
TCD,Công ty Cổ phần Đầu tư Phát triển Công nghiệp và Vận tải,2017-05-26,STOCK,HOSE,Đ.tư CN & Vận tải,Transport and Industry Development Investment Joint stock company,VN000000TCD4,listed,
TNW,Công ty Cổ phần Nước sạch Thái Nguyên,2017-05-26,STOCK,UPCOM,Nước Thái Nguyên,Thai Nguyen Water Joint stock company,VN000000TNW1,listed,
HTE,Công ty Cổ phần Đầu tư Kinh doanh điện lực Thành phố Hồ Chí Minh,2017-07-24,STOCK,UPCOM,Điện lực HCM,Ho Chi Minh City Electric Power Trading Investment Corporation,VN000000HTE1,listed,
DNN,Công ty Cổ phần Cấp nước Đà Nẵng,2017-07-17,STOCK,UPCOM,Cấp nc Đà Nẵng,Da Nang Water Supply Joint Stock Company,VN000000DNN4,listed,
SKH,Công ty Cổ phần Nước giải khát Sanest Khánh Hòa,2017-10-25,STOCK,UPCOM,Sanest Khánh Hòa,Khanh Hoa Sanest Soft Drink Joint Stock Company,VN000000SKH0,listed,
HDW,Công ty Cổ phần Kinh doanh Nước sạch Hải Dương,2017-11-03,STOCK,UPCOM,Nước Hải Dương,Hai Duong Water Joint Stock Company,VN000000HDW7,listed,
TS5,Công ty cổ phần Trường Sơn 145,2018-01-19,STOCK,UPCOM,Trường Sơn 145,Truong Son 145 Joint Stock Company,VN000000TS50,listed,
HEP,Công ty cổ phần Môi trường và Công trình đô thị Huế,2017-12-15,STOCK,UPCOM,M.trg Đ.thị Huế,Hue Urban Environment and Public Works Joint Stock Company,VN000000HEP9,listed,
TLD,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,2017-12-07,STOCK,HOSE,Đô thị Thăng Long,Thang Long Urban Development And Construction Investment Join Stock Company,VN000000TLD5,listed,
BGW,Công ty Cổ phần Nước sạch Bắc Giang,2017-10-31,STOCK,UPCOM,Nước Bắc Giang,Bac Giang Clean Water Joint Stock Company,VN000000BGW3,listed,
SVH,Công ty cổ phần Thủy điện Sông Vàng,2017-12-28,STOCK,UPCOM,Th.điện Sông Vàng,Song Vang HydroPower Joint Stock Company,VN000000SVH7,listed,
BUD,Công ty Cổ phần Khoa học Công nghệ Việt Nam,2018-03-28,STOCK,UPCOM,Khoa học công nghệ Việt Nam,Vietnam Sience and Technology Joint Stock Company,VN000000BUD4,listed,
MDA,Công ty cổ phần Môi trường Đô thị Đông Anh,2018-01-10,STOCK,UPCOM,Đô thị Đông Anh,Dong Anh Urban Environment Joints Stock Company,VN000000MDA3,listed,
BMF,Công ty Cổ phần Vật liệu xây dựng và Chất đốt Đồng Nai,2018-04-16,STOCK,UPCOM,Chất đốt Đồng Nai,Dong Nai Building Material and Fuel Joint Stock Company,VN000000BMF6,listed,
LMH,Công ty cổ phần Landmark Holding,2020-06-29,STOCK,UPCOM,Landmark Holding,Landmark Holding Joint Stock Company,VN000000LMH1,listed,
YEG,Công ty cổ phần Tập đoàn Yeah1,2018-06-26,STOCK,HOSE,Tập đoàn Yeah1,Yeah1 Group Corporation,VN000000YEG3,listed,
BSH,Công ty Cổ phần Bia Sài Gòn - Hà Nội,2018-07-04,STOCK,UPCOM,Bia Sài Gòn Hà Nội,Sai Gon - Ha Noi Beer Corporation,VN000000BSH9,listed,
FGL,Công ty cổ phần Cà phê Gia Lai,2018-09-14,STOCK,UPCOM,Cà phê Gia Lai,Gia Lai Coffee Joint Stock Company,VN000000FGL7,listed,
A32,Công ty cổ phần 32,2018-10-23,STOCK,UPCOM,CTCP 32,32 Joint Stock Company,VN000000A329,listed,
DDG,Công ty cổ phần Đầu tư Công nghiệp Xuất nhập khẩu Đông Dương,2018-12-18,STOCK,HNX,XNK Đông Dương,Indochine Import Export Industrial Investment Joint Stock Company,VN000000DDG9,listed,HNX30
TLI,Công ty cổ phần May Quốc Tế Thắng Lợi,2019-01-25,STOCK,UPCOM,May Q.tế Thắng Lợi,Thang Loi International Garment Joint Stock Company,VN000000TLI4,listed,
USD,Công ty cổ phần Công trình Đô thị Sóc Trăng,2019-01-30,STOCK,UPCOM,Đô thị Sóc Trăng,Soc Trang Public Works Joint Stock Company,VN000000USC0,listed,
DCG,Công ty cổ phần Tổng Công ty May Đáp Cầu,2018-12-14,STOCK,UPCOM,May Đáp Cầu,DAP CAU GARMENT CORPORATION JOINT STOCK COMPANY,VN000000DCG1,listed,
NSL,Công ty Cổ phần cấp nước Sơn La,2019-07-22,STOCK,UPCOM,Cấp nước Sơn La,Son La Water Supply Joint Stock Company,VN000000NSL6,listed,
DUS,CÔNG TY CỔ PHẦN DỊCH VỤ ĐÔ THỊ ĐÀ LẠT,2020-01-08,STOCK,UPCOM,DỊCH VỤ ĐÔ THỊ ĐÀ LẠT,DALAT URBAN SERVER JOINT STOCK COMPANY,VN000000DUS8,listed,
SZB,Công ty cổ phần Sonadezi Long Bình,2019-12-20,STOCK,HNX,Sonadezi Long Bình,Sonadezi Long Binh Shareholding Company,VN000000SZB1,listed,
VW3,Công ty Cổ Phần VIWASEEN3,2020-04-23,STOCK,UPCOM,VIWASEEN3,VIWASEEN3 JOINT STOCK COMPANY,VN000000VW35,listed,
GAB,CÔNG TY CỔ PHẦN ĐẦU TƯ KHAI KHOÁNG & QUẢN LÝ TÀI SẢN FLC,2019-07-11,STOCK,HOSE,Kh.khoáng & QLTS FLC,FLC MINING INVESTMENT & ASSET MANAGEMENT JOINT STOCK COMPANY,VN000000GAB9,listed,
E29,Công ty Cổ phần Đầu tư Xây dựng và Kỹ thuật 29,2019-11-05,STOCK,UPCOM,X.dựng & Kỹ thuật 29,29 INVESTMENT CONSTRUCTION AND ENGINEERING JOINT STOCK COMPANY,VN000000E297,listed,
TR1,Công ty Cổ phần Vận tải 1 Traco,2020-08-24,STOCK,UPCOM,Vận tải 1 Traco,Traco Transport Joint Stock Corporation No.1,VN000000TR10,listed,
MDT,Công ty cổ phần Cơ khí Mỏ và Đóng tàu - TKV,2019-12-31,STOCK,UPCOM,Cơ khí Mỏ - Đóng tàu,VINACOMIN - MINERAL MECHANIC AND SHIPBULDING JOINT STOCK COMPANY,VN000000MDT3,listed,
HGC,Trung tâm Quy hoạch - Kiến trúc tỉnh Hậu Giang,2020-03-11,STOCK,UPCOM,Q.hoạch k.trúc Hậu Giang,Hau Giang Center for Architecture - Planning,VN000000HGC2,listed,
PSH,Công ty Cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu,2020-06-24,STOCK,HOSE,Dầu khí Nam Sông Hậu,NAM SONG HAU TRADING INVESTING PETROLEUM JOINT STOCK COMPANY,VN000000PSH9,listed,
GMA,Công ty Cổ phần Enteco Việt Nam,2020-12-01,STOCK,HNX,Enteco Việt Nam,Viet Nam Enteco Corporation,VN000000GMA6,listed,
SGH,Công ty Cổ phần Khách sạn Sài Gòn,2009-07-30,STOCK,HNX,Khách sạn Sài Gòn,Saigon Hotel Corporation,VN000000SGH8,listed,
REE,Công ty Cổ phần Cơ điện lạnh,2000-07-28,STOCK,HOSE,CTCP Cơ điện lạnh,Refrigeration Electrical Engineering Corporation,VN000000REE2,listed,VN30
PLX,Tập đoàn Xăng dầu Việt Nam,2017-04-21,STOCK,HOSE,Xăng dầu Việt Nam,Vietnam National Petroleum Group,VN000000PLX1,listed,VN30
HPG,Công ty cổ phần Tập đoàn Hòa Phát ,2007-11-15,STOCK,HOSE,Hòa Phát,Hoa Phat Group Joint Stock Company,VN000000HPG4,listed,VN30
TAC,Công ty Cổ phần Dầu thực vật Tường An,2006-12-26,STOCK,HOSE,Dầu Tường An,Tuong An Vegetable Oil Joint Stock Company,VN000000TAC0,listed,
TYA,Công ty Cổ phần Dây và Cáp điện Taya Việt Nam ,2006-02-15,STOCK,HOSE,Dây Cáp Taya VN,Taya (VIET NAM) Electric Wire and Cable Joint Stock Company,VN000000TYA4,listed,
PVS,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,2007-09-20,STOCK,HNX,DV KT D.khí VN,Petrovietnam Technical Services Corporation,VN000000PVS0,listed,HNX30
BCC,Công ty Cổ phần Xi măng Bỉm Sơn,2006-11-24,STOCK,HNX,Xi măng Bỉm Sơn,Bim Son Cement Joint Stock Company,VN000000BCC4,listed,
CTG,Ngân hàng Thương mại Cổ phần Công Thương Việt Nam,2009-07-16,STOCK,HOSE,Vietinbank,Vietnam Joint Stock Commercial Bank For Industrial And Trade,VN000000CTG7,listed,VN30
TTC,Công ty Cổ phần Gạch men Thanh Thanh,2010-01-07,STOCK,HNX,Gạch Thanh Thanh,Thanh Thanh Joint Stock Company,VN000000TTC0,listed,
VIP,Công ty Cổ phần Vận tải Xăng dầu VIPCO,2006-12-21,STOCK,HOSE,V.tải X.dầu VIPCO,Viet Nam Petroleum Transport Joint Stock Company,VN000000VIP1,listed,
PAC,Công ty Cổ phần Pin Ắc quy miền Nam,2006-12-12,STOCK,HOSE,Pin miền Nam,Dry Cell and Storage Battery Joint Stock Company,VN000000PAC8,listed,
VSA,Công ty Cổ phần Đại lý Hàng hải Việt Nam,2015-12-22,STOCK,HNX,Đại lý Hàng hải VN,Viet Nam Ocean Shipping Agency Corporation,VN000000VSA2,listed,
SHB,Ngân hàng Thương mại Cổ phần Sài Gòn - Hà Nội ,2009-04-20,STOCK,HNX,Ngân hàng SG HN,SaiGon Ha Noi Comercial Join Stock Bank,VN000000SHB9,listed,HNX30
BVS,Công ty Cổ phần Chứng khoán Bảo Việt,2006-12-18,STOCK,HNX,CK Bảo Việt,Bao Viet Securities Joint Stock Company,VN000000BVS0,listed,HNX30
HNB,Công ty Cổ phần Bến xe Hà Nội ,2015-10-22,STOCK,UPCOM,CTCP Bến xe Hà Nội,Hanoi Transport Station Joint Stock Company,VN000000HNB0,listed,
ITA,Công ty Cổ phần Đầu tư và Công nghiệp Tân Tạo ,2006-11-15,STOCK,HOSE,Đ.tư & CN Tân Tạo,Tan Tao Investment Industry Corporation,VN000000ITA7,listed,
SVI,Công ty Cổ phần Bao bì Biên Hòa,2012-03-12,STOCK,HOSE,Bao bì Biên Hòa,Bien Hoa Packaging Company,VN000000SVI5,listed,
OPC,Công ty Cổ phần Dược phẩm OPC ,2008-10-30,STOCK,HOSE,Dược phẩm OPC,OPC Pharmaceutical Joint Stock Company,VN000000OPC9,listed,
